id,status,priority,title,labels,category,directory,has_acceptance,has_evidence
I-20260513-ZGXFXW,done,P2,Runtime: Symbol() without description should match Node string output,area:runtime type:bug feature:symbol,implementation,issues/done,False,True
I-20260513-ZQKKN7,done,P2,Object Literal Coverage Expansion,area:semantics type:coverage feature:object-literal,implementation,issues/done,True,True
I-20260513-ZWBXQE,done,P2,Phase 2 (PR 2): Function self-reference in body,area:ir type:feature,implementation,issues/done,True,True
I-20260514-2HPZ2K,done,P2,Runtime: Math trig/log/f64 semantic parity,type:feature area:runtime,implementation,issues/done,False,True
I-20260514-5DDDNE,done,P0,fix: InvariantViolation in parseInt,area:backend area:builtins,implementation,issues/done,True,True
I-20260514-67ZV8S,done,P0,Unsupported: object-literal edge case gaps in test262 (307 cases),area:semantics feature:object-literal,implementation,issues/done,True,True
I-20260514-7NX8Z6,done,P2,Runtime: Date setter methods and remaining prototype completion,type:feature area:runtime,implementation,issues/done,False,True
I-20260514-7QNEQX,done,P3,Coverage: investigate benchmark tracker compile-time regression alerts,type:bug area:coverage perf,implementation,issues/done,False,True
I-20260514-8CFHJM,done,P1,Lower mutable closure captures in nested object methods,area:ir feature:functions feature:object-literal,implementation,issues/done,False,True
I-20260514-A3PEKZ,done,P2,Fixture catalog check fails on uncataloged existing fixtures,type:bug area:fixtures,implementation,issues/done,False,True
I-20260514-BV3EGA,done,P2,Runtime: Number.parseInt/parseFloat function property identity and descriptors,area:runtime feature:number-methods type:compat,implementation,issues/done,False,True
I-20260514-D6YC6Z,done,P1,Runtime: Number formatting decimal rounding parity,area:runtime feature:number-formatting type:compat,implementation,issues/done,False,True
I-20260514-DJTQ7K,done,P2,Preserve test262 root for triage inputs with includes,area:scripts feature:test262 feature:backend-io,implementation,issues/done,False,True
I-20260514-E69T5X,done,P2,Runtime: Object.groupBy callback grouping,type:feature area:runtime,implementation,issues/done,False,True
I-20260514-EBJFVB,done,P1,Runtime: i32 overflow in multi-digit parseInt radix parsing,area:runtime type:bug,implementation,issues/done,False,True
I-20260514-F3MYS5,done,P0,Unsupported: async/await/generator gaps in test262 (561 cases),area:runtime area:ir feature:async,implementation,issues/done,True,True
I-20260514-GNG3E5,done,P3,Runtime: ShadowRealm built-in API,type:feature area:runtime feature:shadowrealm,implementation,issues/done,False,True
I-20260514-HGZJCJ,done,P0,"Unsupported: builtin-api gaps in test262 (3,873 cases)",area:runtime feature:builtin-api,implementation,issues/done,True,True
I-20260514-HPAH9D,done,P3,Runtime: Math floating-point precision semantics,type:feature area:runtime,implementation,issues/done,False,True
I-20260514-HY4EVD,done,P0,fix: InvariantViolation in String.prototype methods,area:backend area:builtins,implementation,issues/done,True,True
I-20260514-J7RPXG,done,P2,"Runtime: Number.prototype formatting methods (toExponential, toFixed, toPrecision)",type:feature area:runtime,implementation,issues/done,False,True
I-20260514-JAGP7X,done,P0,"Unsupported: import-export (module system) gaps in test262 and tsc (1,627 cases)",area:ir area:runtime feature:module,implementation,issues/done,True,True
I-20260514-JPEJD5,done,P2,Runtime: DisposableStack and AsyncDisposableStack,type:feature area:runtime feature:disposable,implementation,issues/done,False,True
I-20260514-KA2DFY,done,P2,Runtime: TypedArray test262 builtin completeness,type:feature area:runtime feature:typed-array,implementation,issues/done,False,True
I-20260514-KMJWNX,done,P0,fix: InvariantViolation in tsc compiler cases (14 fails),area:backend area:semantics,implementation,issues/done,True,True
I-20260514-MA8MS9,done,P2,Runtime: Temporal built-in API test262 coverage,type:feature area:runtime feature:temporal,implementation,issues/done,False,True
I-20260514-MMZEDW,done,P2,Runtime: preserve Symbol registry identity semantics,type:feature area:runtime,implementation,issues/done,True,True
I-20260514-P79458,done,P2,Runtime: URI encode/decode test262 conformance,type:feature area:runtime feature:uri,implementation,issues/done,False,True
I-20260514-Q4X8SD,done,P2,Runtime: FuncId out of range for JS/@emitDeclarationOnly edge cases,area:runtime type:bug,implementation,issues/done,False,True
I-20260514-XTZJGV,done,P1,Dispatch object literal methods after computed-key lowering,area:ir feature:object-literal feature:functions,implementation,issues/done,False,True
I-20260514-YHDZJJ,done,P0,"Unsupported: class syntax gaps in test262 (4,814 cases)",area:semantics feature:class,implementation,issues/done,True,True
I-20260514-ZTMEMK,done,P2,Runtime: Number.parseInt and Number.parseFloat static aliases,area:runtime feature:number-methods type:compat,implementation,issues/done,False,True
I-20260514-ZW8H9D,done,P0,fix: InvariantViolation in staging SM String upper/lower mapping,area:backend area:builtins feature:string-unicode type:compat,implementation,issues/done,False,True
I-20260515-2H5D4N,done,P1,Semantic pass: object method function metadata descriptors,test262 semantics object-literal,other,issues/done,False,True
I-20260515-2QXP8P,done,P2,Object method super calls with explicit arguments need dynamic receiver dispatch,area:ir feature:object-literal,implementation,issues/done,False,True
I-20260515-3574PN,done,P1,Deterministic Selection Hash and Sample Seed Evidence,coverage reference,other,issues/done,True,True
I-20260515-39H6A4,done,P1,Semantic pass: object method property descriptors,test262 semantics object-literal,other,issues/done,False,True
I-20260515-3YQ9ME,done,P1,Upgrade Coverage Gates and Matrix Consumers,coverage gate,other,issues/done,True,True
I-20260515-45WCSE,done,P1,Node Host Import Baseline and Hard Host-Deny Gate,capability host,implementation,issues/done,True,True
I-20260515-4AWCN5,done,P1,IR gap: resolve deepEqual compareEquality helper in IIFE,area:ir feature:functions feature:test262 feature:object-literal,implementation,issues/done,False,True
I-20260515-4CTCCA,done,P1,Architecture wave: frontend reference-window smoke,type:architecture area:frontend area:coverage,architecture,issues/done,True,True
I-20260515-4GJQJD,done,P1,IR gap: resolve assert._formatIdentityFreeValue function property call,area:ir feature:test262 feature:object-literal,implementation,issues/done,False,True
I-20260515-5S844G,done,P1,Semantic pass: yield-named generator method bodies,test262 semantics object-literal generators,other,issues/done,False,True
I-20260515-62DRQF,done,P1,RegExp empty noncapturing group literal gap,area:runtime feature:regexp feature:test262,implementation,issues/done,False,True
I-20260515-66P4M5,done,P1,Architecture wave: semantic coverage accounting gates,type:architecture area:coverage area:gate,architecture,issues/done,True,True
I-20260515-76GQ2R,done,P1,Architecture wave: gate orchestration aliases,type:architecture area:infrastructure,architecture,issues/done,True,True
I-20260515-7K6296,done,P0,Manifest/import/reason completeness enforcement,area:backend-wasm area:shared area:scripts type:feat,implementation,issues/done,True,True
I-20260515-85YHN2,done,P1,Semantic gap: Intl DateTimeFormat range and parts helpers missing,area:runtime feature:intl feature:object-literal,implementation,issues/done,False,True
I-20260515-85ZMJA,done,P2,Preserve object method dispatch around unresolved computed keys,area:ir feature:object-literal feature:test262,implementation,issues/done,False,True
I-20260515-88J6QD,done,P1,RegExp constructor pattern gap in Intl taint harness,area:runtime feature:regexp feature:test262,implementation,issues/done,False,True
I-20260515-8D4F29,done,P1,Intl DateTimeFormat format helper gap,area:compiler feature:intl feature:test262,implementation,issues/done,False,True
I-20260515-8D8XW7,done,P1,Semantic pass: extracted symbol method names,test262 semantics object-literal symbol,other,issues/done,False,True
I-20260515-8JD3YA,done,P0,Architecture wave: manifest import parity gate,type:architecture area:capability area:backend,architecture,issues/done,True,True
I-20260515-95D6A2,done,P0,Architecture wave: TypeScript erasure coverage boundary,type:architecture area:frontend area:coverage,architecture,issues/done,True,True
I-20260515-98AC9G,done,P1,Intl ListFormat formatToParts helper gap,area:compiler feature:intl feature:test262,implementation,issues/done,False,True
I-20260515-9PADYP,done,P1,Frontend gap: template interpolation ternary expressions,area:frontend feature:template-literal feature:object-literal,implementation,issues/done,False,True
I-20260515-9S3XHA,done,P1,Architecture wave: TypeScript oracle boundary isolation,type:architecture area:frontend area:infrastructure,architecture,issues/done,True,True
I-20260515-9YXEKZ,done,P1,Architecture wave: HIR/MIR ownership boundary validators,type:architecture area:ir,architecture,issues/done,True,True
I-20260515-9ZGKJM,done,P0,Architecture wave: strict standalone host-deny compile gate,type:architecture area:capability area:gate,architecture,issues/done,True,True
I-20260515-AG5KYF,done,P1,Semantic gap: extracted object generator iterators lose yield/resume values,area:semantics feature:object-literal feature:generator,implementation,issues/done,False,True
I-20260515-BJ3JQ2,done,P1,Reference lock digest and replay set ownership,area:coverage area:reference area:scripts type:feat,other,issues/done,True,True
I-20260515-BV8N4H,done,P1,Intl DurationFormat resolvedOptions helper receiver gap,area:compiler feature:intl feature:test262,implementation,issues/done,False,True
I-20260515-BV9KK4,done,P1,Frontend ownership and HIR/MIR default guard,area:frontend area:ir area:scripts type:feat,implementation,issues/done,True,True
I-20260515-BX2KBJ,done,P0,Architecture wave: RuntimeLinkPlan validation,type:architecture area:runtime area:capability,architecture,issues/done,True,True
I-20260515-C35YBX,done,P1,Architecture wave: object and closure GC invariants,type:architecture area:runtime area:object,architecture,issues/done,True,True
I-20260515-C4JD62,done,P0,Feature Labels and Deterministic Triage Artifacts,coverage scripting,other,issues/done,True,True
I-20260515-CNRZXT,done,P0,Stable reference triage JSON and Markdown artifacts,area:coverage area:scripts type:feat,other,issues/done,True,True
I-20260515-DSDV3G,done,P1,Intl Constructor supportedLocalesOf alias gap,area:compiler feature:intl feature:test262,implementation,issues/done,False,True
I-20260515-E24P8A,done,P1,Architecture wave: canonical target profiles,type:architecture area:abi area:target,architecture,issues/done,True,True
I-20260515-GBSCDJ,done,P1,Intl harness numberingSystemDigits global gap,area:compiler feature:intl feature:test262,implementation,issues/done,False,True
I-20260515-GDKMCR,done,P1,Semantic pass: computed property-name yield in generator object literal,test262 semantics object-literal generators,other,issues/done,False,True
I-20260515-GN2SJC,done,P1,Frontend gap: braceless for-in loop bodies,area:frontend feature:for-in feature:object-literal,implementation,issues/done,False,True
I-20260515-GV2HX9,done,P1,Unsupported: super property access blocks object generator/accessor test262 cases,feature:object-literal,implementation,issues/done,False,True
I-20260515-GZFX52,done,P1,Server/legacy coverage replay comparison,area:coverage area:scripts type:feat,other,issues/done,True,True
I-20260515-H7H763,done,P1,Unsupported: escaped callback captures block propertyHelper method-definition cases,area:semantics feature:test262-harness feature:function-captures,implementation,issues/done,False,True
I-20260515-J89946,done,P1,IR/backend gap: handle Object.getOwnPropertyDescriptor arity in staging shard,area:ir area:backend feature:test262 feature:object-literal,implementation,issues/done,False,True
I-20260515-JJ3XJJ,done,P2,Resolve Object.getOwnPropertyNames in object method triage,area:runtime feature:object-builtin feature:test262,implementation,issues/done,False,True
I-20260515-K3M485,done,P1,Call spread over array expression gap,area:compiler feature:test262 feature:spread,implementation,issues/done,False,True
I-20260515-K3R3PX,done,P1,Semantic pass: generator method prototype metadata,test262 semantics object-literal generators,other,issues/done,False,True
I-20260515-K8DZ67,done,P0,Reference corpus lock file and checker,area:reference area:scripts type:feat,other,issues/done,True,True
I-20260515-KHTX9M,done,P1,Normalize target descriptors and raw target checker,area:shared area:runtime-catalog area:backend-wasm area:scripts type:refactor,refactor,issues/done,True,True
I-20260515-KN2GH2,done,P0,RuntimeLinkPlan structural validation,area:runtime-catalog area:backend-wasm type:feat,implementation,issues/done,True,True
I-20260515-KSGXVZ,done,P1,Semantic pass: method non-constructor assertions,test262 semantics object-literal constructors,other,issues/done,False,True
I-20260515-MA5QEQ,done,P1,Semantic gap: dynamic Date constructor ToPrimitive input,area:runtime feature:date feature:object-literal,implementation,issues/done,False,True
I-20260515-MBG86R,done,P1,Semantic gap: oversized decimal integer literals rejected,area:frontend feature:object-literal,implementation,issues/done,False,True
I-20260515-MDTFN9,done,P1,Unsupported: propertyHelper bound built-in method helpers block object method-definition cases,area:semantics feature:test262-harness feature:function-bind,implementation,issues/done,False,True
I-20260515-MMD7Y8,done,P0,ABI metadata in generated WASM,area:backend-wasm area:compiler area:scripts type:feat,implementation,issues/done,True,True
I-20260515-MYWCB4,done,P1,Intl late RegExp constructor dynamic pattern gap,area:compiler feature:regexp feature:test262,implementation,issues/done,False,True
I-20260515-PD44JN,done,P1,Intl taint helper callback arity mismatch,area:compiler feature:test262 feature:intl,implementation,issues/done,False,True
I-20260515-PGZTVK,done,P1,Runtime gap: Array.forEach dispatch for Intl harness arrays,area:runtime feature:array feature:test262,implementation,issues/done,False,True
I-20260515-PXBATS,done,P0,Runtime ABI layout snapshot and compatibility command,area:runtime-abi area:scripts type:feat,implementation,issues/done,True,True
I-20260515-PXHHS6,done,P0,Coverage Outcome Taxonomy,area:coverage type:feat,other,issues/done,True,True
I-20260515-QP69NK,done,P1,Object own-key ordering should place integer indices before string keys,area:runtime feature:object-literal,implementation,issues/done,False,True
I-20260515-QZXYMQ,done,P1,Semantic pass: sloppy method receiver globalThis,test262 semantics object-literal this,other,issues/done,False,True
I-20260515-RH7945,done,P1,Architecture wave: host import allowlist boundary,type:architecture area:capability area:host,architecture,issues/done,True,True
I-20260515-RMQTJQ,done,P1,GC heap-kind survival and object kernel invariant coverage,area:fixtures area:cli-tests type:test,test,issues/done,True,True
I-20260515-RNH99E,done,P1,IR gap: lower deepEqual lazyResult rest-parameter closure,area:ir feature:functions feature:test262 feature:object-literal,implementation,issues/done,False,True
I-20260515-RPMVQN,done,P0,Architecture wave: reference corpus lockfile,type:architecture area:coverage area:reference,architecture,issues/done,True,True
I-20260515-RTSHVA,done,P1,Intl captured NumberFormat format receiver gap,area:compiler feature:intl feature:test262,implementation,issues/done,False,True
I-20260515-RTZ76J,done,P1,TypeScript Boundary and Erased-Only Reporting,frontend coverage,other,issues/done,True,True
I-20260515-S29ZXS,done,P1,Semantic pass: object generator method completion values,area:semantics feature:object-literal test262,implementation,issues/done,True,True
I-20260515-S3F2Q2,done,P0,TypeScript boundary manifest and checker,area:frontend area:scripts type:feat,implementation,issues/done,True,True
I-20260515-SA2YJD,done,P1,IR gap: resolve untyped Array join receiver in deepEqual harness,area:ir feature:array-methods feature:test262 feature:object-literal,implementation,issues/done,False,True
I-20260515-T8S7JT,done,P0,Capability Manifest / Import Closure,capability runtime,implementation,issues/done,True,True
I-20260515-TWGRZQ,done,P2,Architecture wave: open design questions,type:architecture area:process,architecture,issues/done,True,True
I-20260515-VC2Z7R,done,P1,Architecture wave: typed WasmIR/wasm-encoder parity fixtures,type:architecture area:backend area:abi,architecture,issues/done,True,True
I-20260515-VDFX5Y,done,P1,Intl constructor resolvedOptions dispatch gap,area:runtime feature:intl feature:test262,implementation,issues/done,False,True
I-20260515-VEGZXY,done,P0,Coverage Outcome Taxonomy and Schema v2,coverage scripting schema,other,issues/done,True,True
I-20260515-VTJNBA,done,P0,Reference Corpus Lockfile and Verification,coverage reference,other,issues/done,True,True
I-20260515-VVZG8F,done,P1,Semantic pass: extracted object method length metadata,area:semantics feature:object-literal test262,implementation,issues/done,True,True
I-20260515-VWP4WJ,done,P1,Unsupported: nested computed accessor captures inside generator object literals,feature:generators,implementation,issues/done,False,True
I-20260515-VZ9A6C,done,P1,Mutable closure environment gap in Intl taint harness,area:ir feature:closures feature:test262,implementation,issues/done,False,True
I-20260515-W43AYJ,done,P1,Host import boundary checker,area:scripts area:runtime-catalog type:feat,implementation,issues/done,True,True
I-20260515-WJASWA,done,P1,Parser/lowering gap: object destructuring for-of heads in Intl harness,area:frontend area:semantics feature:destructuring feature:for-of,implementation,issues/done,False,True
I-20260515-X2ADBY,done,P0,Architecture wave: deterministic coverage triage reports,type:architecture area:coverage area:scripts,architecture,issues/done,True,True
I-20260515-XE3F4M,done,P2,Object method test262 case needs non-identifier receiver method calls,area:ir feature:object-literal,implementation,issues/done,False,True
I-20260515-Y3A98R,done,P0,Architecture wave: runtime heap and GC layout contract,type:architecture area:runtime area:abi,architecture,issues/done,True,True
I-20260515-YFQP4W,done,P2,Runtime: JSON.parse reviver walk (follow-up from I-20260513-PPAG7E),type:feature area:runtime,implementation,issues/done,False,True
I-20260515-YKACKF,done,P0,Architecture wave: frontend syntax ownership contract,type:architecture area:frontend area:syntax,architecture,issues/done,True,True
I-20260515-YP3J2Q,done,P1,Runtime symbol-key object properties need identity semantics,area:runtime feature:symbol,implementation,issues/done,False,True
I-20260515-YW9CY9,done,P0,Architecture wave: coverage outcome schema v2,type:architecture area:coverage area:scripts,architecture,issues/done,True,True
I-20260515-Z8J3SW,done,P1,Fix wasm_encoder_parity import WAT names,area:backend-wasm area:test,implementation,issues/done,False,True
I-20260515-ZA94X3,done,P1,Architecture wave: coverage reference selection evidence,type:architecture area:coverage area:reference,architecture,issues/done,True,True
I-20260515-ZMKV6V,done,P0,Architecture wave: generated WASM ABI metadata,type:architecture area:abi area:backend,architecture,issues/done,True,True
I-20260515-ZNHA2N,done,P2,Computed object accessor setter super calls fail semantic parity,area:ir feature:object-literal,implementation,issues/done,False,True
I-20260515-ZQTE47,done,P1,Semantic pass: object method symbol names,test262 semantics object-literal symbol,other,issues/done,False,True
I-20260515-ZQXCAC,done,P1,Semantic fail: computed-yield object accessors need generator resume values,"feature:generators,feature:object-literal,area:semantics",implementation,issues/done,False,True
